sentença,julgamento,julgamento_2,dano_moral_individual,faixa_dano_moral_individual,data_julgamento,juiz,tipo_juiz,direito_de_arrependimento,descumprimento_de_oferta,extravio_definitivo,extravio_temporário,intervalo_extravio_temporário,faixa_intervalo_extravio_temporário,violação_furto_avaria,cancelamento/alteração_destino,atraso,intervalo_atraso,faixa_intervalo_atraso,culpa_exclusiva_consumidor,condições_climáticas/fechamento_aeroporto,noshow,overbooking,assistência_cia_aérea,hipervulnerável
162,parcial_procedente,-,"R$ 8,000.00",4,09/08/2018,Vânia Petermann,Titular,N,N,N,S,1,1,N,S,N,-,0,N,N,N,N,N,N
163,total_procedente,-,"R$ 6,000.00",3,09/08/2018,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,09:00:00,3,N,N,N,N,N,N
164,parcial_procedente,-,"R$ 9,000.00",5,13/08/2018,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,07:00:00,2,N,N,N,N,N,N
165,parcial_procedente,-,R$ 0.00,0,13/08/2018,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,N,N
166,parcial_procedente,-,"R$ 3,000.00",2,14/08/2018,Vânia Petermann,Titular,N,N,N,N,-,0,S,N,N,-,0,N,N,N,N,-,N
167,total_procedente,-,"R$ 6,000.00",3,14/08/2018,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,11:00:00,3,N,N,N,N,-,N
168,parcial_procedente,-,"R$ 9,000.00",5,27/08/2018,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,10:00:00,3,N,N,N,N,N,N
169,parcial_procedente,-,"R$ 4,000.00",2,27/08/2018,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,07:00:00,2,N,N,N,N,N,N
170,total_procedente,-,"R$ 10,000.00",5,30/08/2018,Vânia Petermann,Titular,N,N,N,S,1,1,N,N,S,22:00:00,5,N,N,N,N,N,N
171,parcial_procedente,-,"R$ 5,000.00",3,30/08/2018,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,09:00:00,3,N,N,N,N,N,N
172,improcedente,-,R$ 0.00,0,04/09/2018,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,24:00:00,6,N,S,N,N,N,N
173,parcial_procedente,-,"R$ 25,000.00",6,05/09/2018,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,N,N
174,parcial_procedente,-,"R$ 10,000.00",5,11/09/2018,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,N,N
175,parcial_procedente,-,"R$ 5,000.00",3,12/09/2018,Ana Luisa Schmidt Ramos,Substituto,N,N,N,N,-,0,N,N,S,06:00:00,2,N,N,N,S,N,N
176,parcial_procedente,-,"R$ 5,000.00",3,12/09/2018,Ana Luisa Schmidt Ramos,Substituto,N,N,N,N,-,0,N,N,S,08:00:00,3,N,N,N,N,N,N
177,total_procedente,-,"R$ 10,000.00",5,12/09/2018,Ana Luisa Schmidt Ramos,Substituto,N,N,N,N,-,0,N,N,S,15:00:00,4,N,N,N,N,N,N
178,parcial_procedente,-,R$ 0.00,0,13/09/2018,Ana Luisa Schmidt Ramos,Substituto,N,N,N,N,-,0,S,N,N,-,0,N,N,N,N,N,N
179,parcial_procedente,-,"R$ 5,000.00",3,13/09/2018,Ana Luisa Schmidt Ramos,Substituto,N,N,N,N,-,0,N,N,S,23:00:00,5,N,N,N,N,-,N
180,parcial_procedente,-,"R$ 5,000.00",3,13/09/2018,Ana Luisa Schmidt Ramos,Substituto,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,N,N
181,parcial_procedente,-,"R$ 5,000.00",3,13/09/2018,Ana Luisa Schmidt Ramos,Substituto,N,N,N,N,-,0,N,N,S,12:00:00,4,N,N,N,N,N,N
182,parcial_procedente,-,"R$ 5,000.00",3,14/09/2018,Ana Luisa Schmidt Ramos,Substituto,N,N,N,N,-,0,N,N,S,04:00:00,2,N,N,N,N,N,N
183,total_procedente,-,"R$ 2,000.00",1,18/09/2018,Leandro Ernani Freitag,Substituto,N,N,N,N,-,0,S,N,N,-,0,N,N,N,N,N,N
184,extinto,-,R$ 0.00,0,18/09/2018,Ana Luisa Schmidt Ramos,Substituto,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,-,N
185,parcial_procedente,-,"R$ 10,000.00",5,18/09/2018,Ana Luisa Schmidt Ramos,Substituto,N,N,N,N,-,0,N,S,N,-,0,N,N,N,S,-,N
186,parcial_procedente,-,"R$ 5,000.00",3,19/09/2018,Ana Luisa Schmidt Ramos,Substituto,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,N,N
187,parcial_procedente,-,R$ 0.00,0,20/09/2018,Ana Luisa Schmidt Ramos,Substituto,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,S,N
188,total_procedente,-,"R$ 3,000.00",2,20/09/2018,Alexandra Lorenzi da Silva,Titular,N,N,N,N,-,0,N,N,S,07:00:00,2,N,N,N,N,-,N
189,parcial_procedente,-,"R$ 5,000.00",3,02/04/2018,Andresa Bernardo,Substituto,N,N,N,N,-,0,N,N,S,11:00:00,3,N,N,N,N,S,N
190,parcial_procedente,-,"R$ 4,000.00",2,05/04/2018,Andresa Bernardo,Substituto,N,N,N,N,-,0,N,N,S,11:00:00,3,N,N,N,N,N,N
191,parcial_procedente,-,"R$ 3,000.00",2,10/04/2018,Andresa Bernardo,Substituto,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,N,N
192,parcial_procedente,-,"R$ 5,000.00",3,02/04/2018,Andresa Bernardo,Substituto,N,N,N,N,-,0,N,N,S,14:00:00,4,N,N,N,N,N,N
193,parcial_procedente,-,"R$ 5,000.00",3,20/04/2018,Andresa Bernardo,Substituto,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,N,N
194,parcial_procedente,-,"R$ 3,000.00",2,20/04/2018,Andresa Bernardo,Substituto,N,N,N,N,-,0,N,N,S,21:00:00,5,N,N,N,N,N,N
195,parcial_procedente,-,"R$ 4,000.00",2,21/05/2018,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,11:20:00,3,N,N,N,N,N,N
196,improcedente,-,R$ 0.00,0,18/05/2018,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,13:00:00,4,N,S,N,N,S,N
197,improcedente,-,R$ 0.00,0,21/05/2018,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,02:00:00,1,N,S,N,N,N,N
198,parcial_procedente,-,"R$ 2,000.00",1,28/05/2018,Vânia Petermann,Titular,N,N,N,S,2,2,S,N,N,-,0,N,N,N,N,N,N
199,improcedente,-,R$ 0.00,0,28/05/2018,Vânia Petermann,Titular,N,N,N,S,4,3,N,N,N,-,0,N,N,N,N,-,N
200,parcial_procedente,-,"R$ 10,000.00",5,29/05/2018,Vânia Petermann,Titular,N,N,S,S,6,3,N,N,N,-,0,N,N,N,N,-,S
201,improcedente,-,R$ 0.00,0,29/05/2018,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,-,N
202,total_procedente,-,"R$ 8,900.00",5,19/01/2018,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,-,N
203,parcial_procedente,-,"R$ 10,000.00",5,19/01/2018,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,72:00:00,7,N,N,N,S,N,N
204,parcial_procedente,-,"R$ 1,000.00",1,26/01/2018,Vânia Petermann,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,N,N
205,parcial_procedente,-,R$ 0.00,0,06/02/2018,Ana Luisa Schmidt Ramos,Substituto,N,N,N,N,-,0,S,N,N,-,0,N,N,N,N,N,N
206,improcedente,-,R$ 0.00,0,08/02/2018,Ana Luisa Schmidt Ramos,Substituto,N,N,N,N,-,0,N,N,S,03:00:00,1,N,S,N,N,-,S
207,total_procedente,-,"R$ 10,000.00",5,08/02/2018,Ana Luisa Schmidt Ramos,Substituto,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,N,N
208,total_procedente,-,"R$ 10,000.00",5,19/02/2018,Ana Luisa Schmidt Ramos,Substituto,N,N,N,N,-,0,N,N,S,12:00:00,4,N,N,N,N,S,N
209,total_procedente,-,"R$ 10,000.00",5,15/02/2018,Ana Luisa Schmidt Ramos,Substituto,N,N,N,N,-,0,N,N,S,05:00:00,2,N,N,N,N,N,S
210,parcial_procedente,-,"R$ 10,000.00",5,06/03/2018,Alexandra Lorenzi da Silva,Titular,N,N,N,N,-,0,N,N,S,30:00:00,7,N,N,N,N,N,N
211,parcial_procedente,-,"R$ 11,000.00",6,06/03/2018,Alexandra Lorenzi da Silva,Titular,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,N,N
212,parcial_procedente,-,"R$ 7,000.00",4,05/03/2018,Alexandra Lorenzi da Silva,,N,N,N,N,-,0,N,N,S,12:00:00,4,N,N,N,N,N,N
213,parcial_procedente,-,"R$ 5,000.00",3,06/03/2018,Alexandra Lorenzi da Silva,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,S,N,N,N
214,parcial_procedente,-,"R$ 7,000.00",4,06/03/2018,Alexandra Lorenzi da Silva,Titular,N,N,N,S,11,4,N,N,N,-,0,N,N,N,N,N,N
215,total_procedente,-,"R$ 8,500.00",5,08/03/2018,Alexandra Lorenzi da Silva,Titular,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,-,N
216,parcial_procedente,-,"R$ 4,000.00",2,08/03/2018,Alexandra Lorenzi da Silva,Titular,N,N,N,S,2,2,N,N,N,-,0,N,N,N,N,N,N
217,parcial_procedente,-,"R$ 8,000.00",4,08/03/2018,Alexandra Lorenzi da Silva,Titular,N,N,N,N,-,0,N,N,S,15:00:00,4,N,N,N,N,-,N
218,parcial_procedente,-,"R$ 6,000.00",3,13/03/2018,Alexandra Lorenzi da Silva,Titular,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,N,S
219,parcial_procedente,-,"R$ 3,000.00",2,09/03/2018,Alexandra Lorenzi da Silva,Titular,N,N,N,N,-,0,N,N,S,06:00:00,2,N,N,N,N,N,N
220,parcial_procedente,-,R$ 0.00,0,12/03/2018,Alexandra Lorenzi da Silva,Titular,N,N,N,N,-,0,S,N,N,-,0,N,N,N,N,N,N
221,parcial_procedente,-,"R$ 8,000.00",4,08/03/2018,Alexandra Lorenzi da Silva,Titular,N,N,N,S,2,2,S,N,N,-,0,N,N,N,N,-,S
222,total_procedente,-,"R$ 6,000.00",3,12/03/2018,Alexandra Lorenzi da Silva,Titular,N,N,N,N,-,0,N,N,S,09:00:00,3,N,N,N,N,-,N
223,parcial_procedente,-,"R$ 2,000.00",1,13/03/2018,Alexandra Lorenzi da Silva,Titular,N,N,N,S,3,2,N,N,N,-,0,N,N,N,N,N,N
224,parcial_procedente,-,R$ 0.00,0,14/03/2018,Alexandra Lorenzi da Silva,Titular,N,N,N,N,-,0,N,N,S,02:20:00,1,N,N,N,N,-,N
225,parcial_procedente,-,"R$ 7,000.00",4,14/03/2018,Alexandra Lorenzi da Silva,Titular,N,N,N,N,-,0,N,N,S,11:00:00,3,N,N,N,N,N,N
226,parcial_procedente,-,R$ 0.00,0,07/12/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,N,N
227,improcedente,-,R$ 0.00,0,04/12/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,00:40:00,1,N,N,N,N,-,N
228,parcial_procedente,-,R$ 0.00,0,27/11/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,S,N
228,parcial_procedente,-,"R$ 2,000.00",1,27/11/2017,Vânia Petermann,Titular,S,N,N,N,-,0,N,N,N,-,0,N,N,N,N,-,N
228,parcial_procedente,-,"R$ 2,000.00",1,27/11/2017,Vânia Petermann,Titular,S,N,N,N,-,0,N,N,N,-,0,N,N,N,N,-,N
229,parcial_procedente,-,"R$ 10,000.00",5,29/11/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,48:00:00,7,N,N,N,N,-,N
230,parcial_procedente,-,"R$ 4,000.00",2,11/01/2018,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,12:00:00,4,N,N,N,N,N,N
231,parcial_procedente,-,"R$ 8,000.00",4,11/01/2018,Vânia Petermann,Titular,N,N,N,S,1,1,N,N,S,10:00:00,3,N,N,N,N,S,N
232,total_procedente,-,"R$ 5,000.00",3,19/01/2018,Vânia Petermann,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,S,N,S,N
233,parcial_procedente,-,"R$ 9,000.00",5,18/01/2018,Vânia Petermann,Titular,N,N,N,N,-,0,N,S,S,07:00:00,2,N,N,N,N,N,N
234,parcial_procedente,-,R$ 0.00,0,16/01/2018,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,N,N
235,parcial_procedente,-,"R$ 1,000.00",1,17/01/2018,Vânia Petermann,Titular,N,N,N,S,1,1,N,N,N,-,0,N,N,N,N,-,N
236,parcial_procedente,-,"R$ 12,000.00",6,17/01/2018,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,-,N
237,parcial_procedente,-,"R$ 10,000.00",5,18/01/2018,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,S,N,N
241,parcial_procedente,-,"R$ 3,000.00",2,03/08/2017,Vânia Petermann,Titular,S,N,N,N,-,0,N,N,N,-,0,N,N,N,N,S,N
242,improcedente,-,R$ 0.00,0,22/08/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,-,N
243,parcial_procedente,-,"R$ 10,000.00",5,29/08/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,N,N
244,parcial_procedente,-,"R$ 6,000.00",3,31/08/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,16:00:00,5,N,N,N,N,N,N
245,improcedente,-,R$ 0.00,0,31/08/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,-,N
246,parcial_procedente,-,"R$ 4,000.00",2,01/09/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,08:00:00,3,N,N,N,N,-,N
247,improcedente,-,R$ 0.00,0,04/09/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,N,N
248,parcial_procedente,-,"R$ 10,000.00",5,04/09/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,19:00:00,5,N,N,N,N,-,N
249,parcial_procedente,-,"R$ 2,000.00",1,04/09/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,04:00:00,2,N,N,N,N,-,N
250,parcial_procedente,-,R$ 0.00,0,05/09/2017,Vânia Petermann,Titular,N,N,N,N,-,0,S,N,N,-,0,N,N,N,N,-,N
251,parcial_procedente,-,R$ 0.00,0,06/09/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,-,N
252,improcedente,-,R$ 0.00,0,06/09/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,02:00:00,1,N,N,N,S,N,N
253,parcial_procedente,-,"R$ 4,000.00",2,06/09/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,08:00:00,3,N,N,N,N,S,N
254,parcial_procedente,-,"R$ 4,000.00",2,11/09/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,08:00:00,3,N,N,N,N,-,N
255,parcial_procedente,-,"R$ 4,000.00",2,14/09/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,08:00:00,3,N,N,N,N,-,N
256,parcial_procedente,-,"R$ 1,000.00",1,12/09/2017,Vânia Petermann,Titular,N,N,N,S,1,1,S,N,N,-,0,N,N,N,N,-,N
257,parcial_procedente,-,"R$ 10,000.00",5,12/09/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,30:00:00,7,N,N,N,N,S,N
258,parcial_procedente,-,"R$ 1,500.00",1,12/09/2017,Vânia Petermann,Titular,N,N,N,S,1.5,2,N,N,N,-,0,N,N,N,N,S,N
259,parcial_procedente,-,"R$ 10,000.00",5,22/09/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,22:00:00,5,N,N,N,N,S,N
260,parcial_procedente,-,"R$ 12,000.00",6,25/09/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,-,N
261,parcial_procedente,-,"R$ 4,000.00",2,25/09/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,12:00:00,4,N,N,N,N,S,N
262,parcial_procedente,-,"R$ 5,000.00",3,25/09/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,-,N
263,parcial_procedente,-,"R$ 8,000.00",4,26/09/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,-,N
264,improcedente,-,R$ 0.00,0,26/09/2017,Vânia Petermann,Titular,N,N,S,N,-,0,N,N,N,-,0,S,N,N,N,N,N
265,parcial_procedente,-,"R$ 1,500.00",1,04/10/2017,Vânia Petermann,Titular,N,N,N,S,6,3,N,N,N,-,0,N,N,N,N,N,N
266,parcial_procedente,-,"R$ 5,000.00",3,24/10/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,11:00:00,3,N,N,N,N,N,N
267,parcial_procedente,-,"R$ 8,000.00",4,24/10/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,13:00:00,4,N,N,N,N,N,N
268,parcial_procedente,-,"R$ 5,000.00",3,25/10/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,10:00:00,3,N,N,N,N,-,N
269,parcial_procedente,-,"R$ 10,000.00",5,25/10/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,-,N
270,parcial_procedente,-,"R$ 4,000.00",2,30/10/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,11:00:00,3,N,N,N,S,S,N
271,improcedente,-,R$ 0.00,0,30/10/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,03:35:00,1,N,N,N,N,N,N
272,parcial_procedente,-,R$ 0.00,0,01/11/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,N,N
273,improcedente,-,R$ 0.00,0,09/11/2017,Vânia Petermann,Titular,N,N,N,S,2,2,N,N,N,-,0,N,N,N,N,N,S
274,parcial_procedente,-,"R$ 14,240.00",6,03/11/2017,Vânia Petermann,Titular,N,N,S,N,-,0,N,N,N,-,0,N,N,N,N,N,N
275,parcial_procedente,-,"R$ 10,000.00",5,06/11/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,22:00:00,5,N,N,N,N,S,N
276,parcial_procedente,-,"R$ 10,000.00",5,08/11/2017,Vânia Petermann,Titular,N,N,N,S,13,4,N,N,N,-,0,N,N,N,N,N,N
277,parcial_procedente,-,"R$ 2,000.00",1,09/11/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,07:00:00,2,N,N,N,N,-,N
278,parcial_procedente,-,"R$ 8,000.00",4,13/11/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,19:00:00,5,N,N,N,N,-,N
279,parcial_procedente,-,"R$ 6,000.00",3,14/11/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,10:00:00,3,N,N,N,N,N,N
280,parcial_procedente,-,"R$ 4,000.00",2,14/11/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,10:00:00,3,N,N,N,N,-,N
281,parcial_procedente,-,"R$ 12,000.00",6,20/11/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,30:00:00,7,N,N,N,N,N,N
282,improcedente,-,R$ 0.00,0,12/12/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,03:00:00,1,N,N,N,N,N,N
283,parcial_procedente,-,"R$ 10,000.00",5,31/07/2017,Vânia Petermann,Titular,N,N,N,S,17,4,N,N,N,-,0,N,N,N,N,N,N
284,parcial_procedente,-,"R$ 8,000.00",4,31/07/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,18:00:00,5,N,N,N,N,S,N
285,parcial_procedente,-,"R$ 3,000.00",2,31/07/2017,Vânia Petermann,Titular,N,N,N,S,2,2,N,N,N,-,0,N,N,N,N,N,N
286,parcial_procedente,-,"R$ 5,000.00",3,01/08/2017,Vânia Petermann,Titular,N,N,N,S,1,1,N,N,S,08:00:00,3,N,N,N,N,S,N
287,parcial_procedente,-,"R$ 8,000.00",4,11/07/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,48:00:00,7,N,N,N,N,-,N
288,parcial_procedente,-,"R$ 5,000.00",3,06/07/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,S,N,S,N
289,parcial_procedente,-,"R$ 5,000.00",3,07/07/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,-,N
290,parcial_procedente,-,"R$ 5,000.00",3,12/07/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,12:00:00,4,N,N,N,N,S,N
291,improcedente,-,R$ 0.00,0,14/07/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,S,N,N,N,S,N
292,parcial_procedente,-,"R$ 5,000.00",3,12/07/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,N,N
293,total_procedente,-,"R$ 10,000.00",5,26/07/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,20:00:00,5,N,N,N,N,N,N
294,parcial_procedente,-,"R$ 5,000.00",3,06/07/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,N,N
295,parcial_procedente,-,"R$ 5,000.00",3,18/07/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,-,N
296,improcedente,-,R$ 0.00,0,30/05/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,03:00:00,1,N,N,N,N,N,N
297,parcial_procedente,-,"R$ 12,000.00",6,14/07/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,33:00:00,7,N,N,N,N,N,N
298,parcial_procedente,-,"R$ 2,000.00",1,20/07/2017,Vânia Petermann,Titular,N,N,N,S,2,2,N,N,N,-,0,N,N,N,N,N,N
299,parcial_procedente,-,"R$ 8,000.00",4,01/07/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,N,N
300,parcial_procedente,-,"R$ 1,000.00",1,31/07/2017,Vânia Petermann,Titular,N,N,N,S,1,1,S,N,N,-,0,N,N,N,N,S,N
301,parcial_procedente,-,"R$ 10,000.00",5,13/07/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,N,N
302,parcial_procedente,-,R$ 0.00,0,31/07/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,-,N
303,parcial_procedente,-,"R$ 2,000.00",1,04/06/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,05:00:00,2,N,N,N,N,N,N
304,improcedente,-,R$ 0.00,0,19/06/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,-,N
305,extinto,parcial_procedente,R$ 0.00,0,23/06/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,-,N
305,extinto,parcial_procedente,R$ 0.00,0,23/06/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,-,N
305,parcial_procedente,extinto,"R$ 5,000.00",3,23/06/2017,Vânia Petermann,Titular,N,N,N,S,2,2,N,N,N,-,0,N,N,N,N,-,N
306,total_procedente,-,"R$ 8,500.00",5,26/07/2017,Vânia Petermann,Titular,N,N,N,S,7,3,N,N,N,-,0,N,N,N,N,-,N
307,total_procedente,-,"R$ 7,500.00",4,26/07/2017,Vânia Petermann,Titular,N,N,N,S,5,3,N,N,N,-,0,N,N,N,N,-,N
308,parcial_procedente,-,"R$ 6,000.00",3,01/08/2017,Vânia Petermann,Titular,N,N,N,S,4,3,N,N,N,-,0,N,N,N,N,-,N
309,total_procedente,-,"R$ 2,000.00",1,23/06/2017,Felipe L. da S. N. Schwambach,Leigo,S,N,N,N,-,0,N,N,N,-,0,N,N,N,N,-,N
310,parcial_procedente,-,"R$ 5,000.00",3,01/08/2017,Vânia Petermann,Titular,N,N,N,N,-,0,S,N,N,-,0,N,N,N,N,-,N
311,improcedente,-,R$ 0.00,0,07/07/2017,Vânia Petermann,Titular,N,N,N,N,-,0,S,N,N,-,0,N,N,N,N,-,N
312,total_procedente,-,"R$ 2,000.00",1,01/06/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,04:15:00,2,N,N,N,N,-,N
313,parcial_procedente,-,"R$ 4,000.00",2,31/05/2017,Vânia Petermann,Titular,N,N,N,S,6,3,N,N,N,-,0,N,N,N,N,-,N
314,improcedente,-,R$ 0.00,0,31/05/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,S,N,N,N,-,N
315,parcial_procedente,-,R$ 0.00,0,31/05/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,-,N
316,parcial_procedente,-,R$ 0.00,0,14/07/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,N,N
317,parcial_procedente,-,R$ 0.00,0,01/08/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,-,N
317,parcial_procedente,-,"R$ 5,000.00",3,01/08/2017,Vânia Petermann,Titular,N,N,N,S,4,3,N,N,N,-,0,N,N,N,N,-,N
318,parcial_procedente,-,"R$ 12,000.00",6,31/07/2017,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,-,N
319,parcial_procedente,-,"R$ 4,000.00",2,12/07/2017,Vânia Petermann,Titular,N,N,N,S,4,3,N,N,S,04:00:00,2,N,N,N,N,N,N
